TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes,Latitude,Longitude
2153,Certain,473,7,7,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Skobelevo ,,,,"Barely visible, many stones, lots of vegetation.",42.670094,25.211061
2154,Certain,466,7,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Small indent in the entre, vegetation.",42.669325,25.216556
2158,Certain,460,16,8,0.8,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"2robbers' trench-one on the top, one on the side.",42.66908,25.217868
2159,Certain,458,6,6,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, overgrown with vegetation.",42.668774,25.22025
2161,Certain,436,3,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Very low, flat and circular, stones.",42.667506,25.22419
2162,Certain,438,2,2,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Lots of vegetation, circular, low.",42.667893,25.225474
2163,Certain,437,4,2,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Many small-md stones on side, vegetation.",42.667828,25.225681
2164,Certain,437,3,3,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Circular, flat.",42.667951,25.225013
2166,Certain,437,3,1,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Flat, long, almost invisible.",42.667331,25.227525
2167,Uncertain,432,5,3,0.1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,Very flat.,42.667298,25.227184
2169,Certain,431,2,2,0.2,Small,Pasture,Pasture,Photo,Yes,4,4,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Very small, lots of vegetation, large robbers' trench taking almost all the mound.",42.666569,25.22691
2170,Uncertain,436,3,2,0.5,Small,Pasture,Scrub|Tall Grass,Survey,No,4,5,None,2011,Survey,Gorno Sahrane necropolis,,,,"Big pile of medium stones on top, one side surrounded by rose bushes.",42.665486,25.229501
2171,Uncertain,435,6,5,0.1,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Some pottery (modern), overgrown, barely visible, long, flat, large stones and rose bushes. Worked stone?.",42.667455,25.229477
2172,Certain,455,6,5,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long, flat, lots of vegetation.",42.669379,25.221035
2173,Certain,454,5,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Barely visible, long, oval shaped, vegetation, almost flat.",42.669832,25.220595
2174,Certain,458,7,5,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"No stones, vegetation, round, flat.",42.669892,25.219467
2175,Certain,462,7,5,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Round, vegetation, medium stones.",42.669999,25.217956
2176,Certain,456,15,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long, flat, hardly any stones, some vegetation.",42.670388,25.220295
2181,Certain,440,15,12,5,Medium,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Several robbers' trench's, the largest one taking N side of the mound.",42.669573,25.227297
2184,Certain,451,6,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Skobelevo ,,,,"Round, flat, low, medium stones on top.",42.672407,25.206533
2186,Certain,483,8,7,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Long, flat, some large stones on top.",42.673583,25.209285
2187,Certain,448,40,35,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Skobelevo ,,,,"Indented on top, many large and medium stones surround the mound; digged through with soil returned, uneven surface.",42.674849,25.208881
2191,Certain,477,6,4,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,Small hole near mound. Medium stones surrounding the mound.,42.671123,25.209256
2192,Certain,477,5,3,0.2,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,One small old robbers trench.,42.672266,25.212
2193,Certain,474,4,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,Medium stones on top.,42.671916,25.212404
2194,Certain,477,7,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Very flat on top, many medium sized stones on top.",42.672625,25.214142
2195,Certain,469,8,4,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,"Long, oval shaped, large stones.",42.672804,25.215802
2196,Certain,475,4,4,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,One small robbers' trench.,42.672339,25.214926
3000,Certain,379,30,20,4,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Viden,Gichova Mogila,VID001,,According to informant I.Dechev there was a mound destroyed by robbers in 1990's.,42.612928,25.246917
3001,Uncertain,367,40,20,5,Medium,Forest,Forest,Photo,Yes,4,4,Good,2009,Survey,Viden,,VID002,,Possibly only hill. Undefined boundaries.,42.614405,25.247261
3009,Certain,383,15,15,5,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID003,,Covered with vegetation.,42.609432,25.247477
3011,Certain,448,15,15,2,Medium,Pasture,Scrub,Not recorded,Yes,4,3,None,2009,Survey,Vidin,,VID005,,Old robbers' trench's.,42.611554,25.251629
3012,Certain,409,15,15,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,4,3,Good,2009,Survey,Viden,,VID052,,Small; hardly visible; next to a road which destroyed it;.,42.613244,25.251097
3015,Certain,452,15,15,1,Small,Pasture,Pasture,Photo,No,3,2,Good,2009,Survey,Dolno Sahrane,,VID071,,"Large stones arranged in a circle along the E and N. The top is dug trough. GPS point 1 - 50 m to the E, another group of large stones. Lot of shallow old robbers' trenchs. Covered in vegetation.",42.609596,25.265373
3020,Certain,449,25,25,2,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Dolno Sahrane,,VID072,,"Covered in vegetation. Small shallow robbers' trenchs at the top, large stones covering the surface of the mound; Large stones encompassing the area of the mound.",42.610606,25.263576
3024,Certain,460,20,20,0.5,Small,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Viden,,VID009,,Completely destroyed;.,42.602768,25.26829
3026,Certain,458,25,25,5,Medium,Forest,Scrub|Tall Grass,Photo,No,5,5,Good,2009,Survey,Gorno Cherkhovishte,,GCH051,,Undetermined boundaries. The mound is completely destroyed. Large stones encompass the area. 20 m (E direction) there is another stone circle.,42.6042,25.275148
3032,Certain,410,20,20,2,Medium,Forest,Scrub|Tall Grass,Survey,Yes,2,2,None,2009,Survey,Gorno Cherkhovishte,,GCH056_01,,Old shallow robbers' trench (1.5x1.5x0.3).,42.602408,25.283478
3033,Certain,411,17,17,3,Medium,Forest,Scrub|Tall Grass,Survey,Yes,2,2,None,2009,Survey,Gorno Cherkhovishte,,GCH056_02,,Old robbers' trench.,42.602558,25.28393
3043,Certain,390,19,16,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Viden,,VID012,,"Minimal, small old robbers' trench's. Few rocks.",42.61233,25.248048
3046,Certain,432,20,20,5,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID061,,3 old robbers' trenchs on top.,42.608484,25.252422
3047,Certain,430,20,20,3,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID062,,Old shallow robbers' trenchs on the top; large stones around the mound.,42.608208,25.25259
3048,Certain,425,10,10,0.5,Small,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID063,,Two old robbers' trenchs; bad visibility.,42.608265,25.252233
3049,Certain,434,40,40,10,Large,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID081,,"Enormous robbers' trench dug through the mound. Ongoing robbery. In the profile are visible layers small stones, chamber was made by large slab stones.",42.617752,25.265143
3050,Certain,433,30,30,4,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID082,,The central area is destroyed. Large stones encompass the mound. Visible soil structure in profile.,42.617677,25.264661
3051,Certain,429,15,15,1,Small,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID083,,The central area is destroyed. Large stones around the robbers' trench from the burial chamber.,42.618264,25.265088
3054,Certain,401,30,25,3,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,3,Good,2009,Survey,Viden,,VID004,,The central area completely destroyed by robbers' trench.,42.610407,25.248686
3061,Certain,468,27,20,3,Medium,Pasture,Stones,Photo,Yes,2,2,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations).",42.68549,25.255875
3064,Certain,449,10,6,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,"Very demaged because of agricultural work, stones on top.",42.680264,25.244366
3065,Certain,453,12,5,5,Medium,Pasture,Pasture,Photo,Yes,4,4,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.680939,25.243435
3066,Certain,451,19,17,0.1,Large,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.682043,25.243627
3067,Certain,440,8,8,0.5,Small,Pasture,Stones,Photo,Yes,4,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.679528,25.242969
3068,Certain,432,11,11,1,Small,Pasture,Pasture,Photo,Yes,3,4,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.679084,25.242482
3069,Certain,434,10,9,0.2,Small,Pasture,Pasture,Photo,Yes,5,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.679199,25.242319
3070,Certain,427,16,12,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski; stone structure inside.,42.678824,25.244407
3071,Certain,457,19,18,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski; at least 4 robbers' trenchs.,42.684908,25.24735
3072,Certain,449,30,28,3,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.,42.685029,25.242996
3073,Certain,400,24,20,2,Medium,Pasture,Pasture,Photo,Yes,2,4,Good,2010,Survey,Yasenovo,Mogila Manda Tepe,Yasn 022,,,42.665202,25.264706
3074,Certain,434,40,39,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,Belichinova Mogila,Yasn 010,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 2006.",42.674623,25.250847
3075,Certain,492,30,26,3,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1995.",42.688433,25.258307
3076,Certain,492,24,18,2,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1995.",42.688061,25.259876
3077,Certain,485,22,16,5,Medium,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Yasenovo,Dorina Mogila,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1999, Tumulus with 4 graves.",42.687465,25.259373
3081,Certain,423,30,30,4,Medium,Pasture,Pasture,Photo,Yes,2,2,Good,2010,Survey,Gorno Sahrane,,GS002_1,,"Old robbers' trench's, completely digged through.",42.653806,25.227902
3082,Certain,424,23,20,4,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS002_2,,,42.654231,25.227839
3088,Certain,430,35,23,1,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 008-1,,Heavily destructed by several robbers' trench's.,42.668299,25.24277
3089,Certain,432,28,19,0.8,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 008-2,,Many old small robbers' trench's.,42.668876,25.242351
3090,Certain,418,20,16,0.5,Small,Pasture,Pasture,Survey,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 003,,"Mound heavily distructed/spread around, stones spread all over the surface.",42.650886,25.233396
3091,Certain,420,22,22,2,Medium,Pasture,Pasture,Survey,Yes,2,1,None,2010,Survey,Gorno Sahrane,,GS 004,,1 old and 1 fresh robbers' trench.,42.657013,25.235666
3092,Uncertain,404,13,11,1.7,Medium,Pasture,Pasture,Survey,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 005,,,42.652234,25.240986
3093,Uncertain,427,11,7,0.4,Small,Pasture,Pasture,Survey,No,2,2,Good,2010,Survey,Gorno Sahrane,,GS 006-2,,"3 similar structures next to each other, maybe necopolis.",42.654293,25.222272
3095,Certain,451,27,26,6,Large,Forest,Forest|Pasture,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-4,,"Tunnel going through the mound, stony structures to be seen in the profile.",42.659797,25.214092
3096,Certain,447,20,15,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-5,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.661536,25.212962
3097,Certain,454,18,17,2,Medium,Forest,Forest,Photo,Yes,2,2,Good,2010,Survey,Gorno Sahrane,,GS 006-6,,"No stone structures, only earth to be seen in robbers trenches.",42.658463,25.213465
3099,Certain,451,10,12,1,Small,Pasture,Pasture,Photo,No,4,1,Poor,2010,Survey,Gorno Sahrane,,GS 006-7,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.662752,25.211751
3100,Certain,447,11,9,0.5,Small,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Gorno Sahrane,,GS 006-8,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.661904,25.211992
3101,Certain,449,16,13,1,Small,Pasture,Scrub,Photo,Yes,4,1,Good,2010,Survey,Gorno Sahrane,,GS 006-9,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.662944,25.20909
3102,Certain,452,14,8,1,Small,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Gorno Sahrane,,GS 006-10,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.662924,25.207868
3103,Certain,448,12,9,1,Small,Pasture,Scrub,Photo,Yes,3,2,Poor,2010,Survey,Gorno Sahrane,,GS 006-11,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.662456,25.208443
3104,Certain,447,25,25,5,Medium,Pasture,Pasture|Scrub,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS 006-12,,"1 robbers' trench very deep, going to bedrock.",42.659175,25.208889
3105,Uncertain,456,12,8,1.2,Medium,Forest,Forest,Not recorded,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 006-3,,"Very destructed, maybe by army.",42.656539,25.210096
3108,Certain,453,14,11,0.8,Small,Pasture,Scrub,Photo,Yes,4,2,Good,2010,Survey,Gorno Sahrane,,GS 006-14,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.661147,25.206098
3109,Certain,454,9,9,1,Small,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-15,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.660835,25.20605
3110,Certain,453,13,13,1,Small,Pasture,Pasture|Scrub,Photo,No,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-16,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.661102,25.206561
3111,Certain,456,15,15,2,Medium,Forest,Forest,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS 006-17,,"Robbers' trench made with machine 3m deep, destructed from the southern part.",42.659652,25.205177
3112,Certain,459,7,10,0.5,Small,Forest,Forest,Photo,No,4,4,Good,2010,Survey,Gorno Sahrane,,GS 006-18,,Stone on the surface of destructed mound.,42.656658,25.207942
3113,Certain,436,13,8.5,0.8,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 010,,"Digged through, looks like already excavated - maybe Kitov ?.",42.671734,25.242546
3114,Certain,419,30,25,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Golyamo Dryano vo,,GD 011,,"Old robbers' trench going through the middle of the mound, several stones on the top, looks like already excavated - Kiotv?.",42.67463,25.2405
3115,Uncertain,428,31,23,2,Medium,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Yasenovo,,Yasn 024-1,,"Mound is very spread around, looks like already excavated - Kitov?.",42.677787,25.239754
3116,Certain,429,19,13,5,Medium,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Yasenovo,,Yasn 024-2,,Small stones on the surface.,42.677216,25.239089
3117,Certain,430,16,10,1,Small,Annual Agriculture,Pasture,Photo,No,5,4,Good,2010,Survey,Yasenovo,,Skb 001 - 1,,Small stones on the surface.,42.673446,25.234968
3118,Certain,432,17,13,5,Medium,Annual Agriculture,Pasture,Photo,No,2,1,Good,2010,Survey,Golyamo Dryano vo,,GD 007-2,,Small stones on the surface.,42.672053,25.234671
3119,Certain,431,12,11,1,Small,Pasture,Pasture,Photo,No,2,1,Poor,2010,Survey,Golyamo Dryano vo,,GD 007-3,,Small stones on the surface.,42.671858,25.235065
3120,Certain,429,19,13,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,4,4,Good,2010,Survey,Golyamo Dryano vo,,GD 007-4,,"Stone structure on the top, spread around because of heavy agriculture activities.",42.67228,25.233637
3123,Certain,430,10,10,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,4,4,Good,2010,Survey,Golyamo Dryano vo,,GD 007-5,,"Stone structure on the top, part of tumulus necropolis.",42.671999,25.232979
3125,Certain,454,19,14,2,Medium,Annual Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-1,,"Ploughed stones all around top, flat top, stone and earth structure.",42.680493,25.225917
3127,Certain,534,20,18,6,Large,Pasture,Pasture|Scrub,Photo,Yes,2,2,Good,2010,Survey,Yasenovo,,Yasn 020,,Northern part of the mound destroyed by the dirt road.,42.693399,25.260408
3128,Certain,469,21,15,2.5,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,YAS021_1,,"Many robbers' trench's on the surface, stone structure inside, stones on the surface.",42.682659,25.231543
3129,Certain,461,30,30,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,YAS021_2,,"Many trenches of different sizes going to the base of mound, overgrown with trees and bushes, clusters of big stones.",42.684025,25.231543
3131,Certain,480,18,13,2,Medium,Annual Agriculture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Yasenovo,,YAS021_3,,"Earth structure to be seen, geographic point on top.",42.686431,25.228243
3132,Certain,460,12,10,1,Small,Annual Agriculture,Pasture|Scrub,Photo,Yes,2,2,Good,2010,Survey,Golyamo Dryanovo,,YAS021_4,,"Earth and stone structure, geographic point on the top.",42.680988,25.224477
3134,Certain,477,10,10,2,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 002,,"Stone and earth structure, mound registered by Domaradski in AKB.",42.688029,25.234871
3136,Certain,475,21,20,2,Medium,Annual Agriculture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-3,,"Stones on the surface, stone structure in the mouind - visible profile in robbers' trench.",42.685045,25.223059
3137,Certain,466,32,20,2,Medium,Annual Agriculture,Pasture|Scrub,Photo,Yes,3,1,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-4,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683583,25.222922
3138,Uncertain,463,60,60,0.2,Small,Annual Agriculture,Pasture,Photo,No,5,5,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-5,,"Very destroyed, we recognized it by many stones on the field. Destructed by agricultural work.",42.683872,25.226868
3139,Uncertain,459,25,20,1,Small,Pasture,Pasture,Photo,No,4,3,Poor,2010,Survey,Golyamo Dryanovo,,Skb 003-6,,"Heavily destroyed by agriculture, spread to the North.",42.683753,25.225566
3140,Certain,465,27,26,3.5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-7,,Large robbers' trench on the TOP.,42.680279,25.223931
3141,Certain,468,15,12,1,Small,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Skobelevo,,Skb 003-8,,,42.680343,25.221106
3142,Certain,469,20,17,2,Medium,Pasture,Pasture,Photo,No,2,1,Good,2010,Survey,Skobelevo,,Skb 003-9,,"Uneven surface, looks like digged through and the earth then piled back to the shape of mound.",42.680972,25.221603
3143,Certain,477,15,15,1.5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-10,,1 old robbers' trench.,42.681148,25.22018
3144,Certain,479,25,20,3,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-11,,1 old robbers' trench. Destroyed by army ? Stone structures.,42.681123,25.218674
3145,Certain,482,20,20,3,Medium,Pasture,Pasture,Survey,Yes,3,2,Good,2010,Survey,Skobelevo,,Skb 003-12,,"Stone structure, some bones on the surface - large teeth cow/horse? 1 huge fresh trench on the top, 4x3, 2m deep/in 2011 another fresh robbers' trench.",42.680589,25.217516
3146,Certain,470,30,30,5,Medium,Perennial Agriculture,Pasture|Scrub,Photo,Yes,3,3,Good,2010,Survey,Skobelevo,,Skb 003-13,,"Stones/earth structure, heavily destroyed with mounds of earth around, very spread to the south, around 15 m long and 20m wide.",42.68303,25.220906
3147,Certain,493,17,15,1,Small,Perennial Agriculture,Scrub|Tall Grass,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,Skb 003-14,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683729,25.218748
3148,Certain,489,10,8,1.5,Medium,Perennial Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2010,Survey,Skobelevo,,Skb 003-15,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682701,25.216491
3149,Certain,488,10,8,1,Small,Perennial Agriculture,Pasture|Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-16,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.68224,25.216998
3150,Certain,484,13,10,1,Small,Perennial Agriculture,Pasture|Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-17,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681951,25.2163
3151,Certain,482,11,11,1,Small,Perennial Agriculture,Scrub|Tall Grass,Photo,No,3,1,Poor,2010,Survey,Skobelevo,,Skb 003-18,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681814,25.216375
3153,Certain,487,9,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,Skb 003-20,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682849,25.218204
3154,Certain,471,12,10,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-21,,Surface of the mound covered with ca 0.5m layer of stones/either from the surrounding pasture or from the mound.,42.683405,25.220424
3155,Certain,486,10,8,5,Medium,Perennial Agriculture,Pasture,Photo,No,4,3,Good,2010,Survey,Skobelevo,,Skb 003-22,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.683408,25.21953
3156,Certain,478,8,6,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-23,,Surface of the mound covered with ca 0.5m layer of stones/either from the surrounding pasture or from the mound.,42.683037,25.220223
3157,Certain,483,8,7,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-24,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681339,25.217118
3158,Certain,483,10,10,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,2,Good,2010,Survey,Skobelevo,,Skb 003-25,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681527,25.216924
3159,Certain,484,16,11,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,Skb 003-26,5500092,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681567,25.217276
3160,Certain,483,11,10,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-27,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681226,25.217686
3161,Certain,480,13,9,1.5,Medium,Perennial Agriculture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-28,5500067,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682114,25.217825
3162,Certain,476,9,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-29,5500078,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682156,25.218295
3163,Certain,473,12,7,0.2,Small,Perennial Agriculture,Scrub,Photo,Yes,4,4,Good,2010,Survey,Skobelevo,,Skb 003-30,,"Heavily destructed by machines from the west, mound is negative, by the mound are piles of stones and earth originally from the mound.",42.681985,25.218488
3164,Certain,476,13,12,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-31,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.681465,25.218821
3165,Certain,473,27,12,2,Medium,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-32,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682507,25.219054
3166,Certain,475,8,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,1,Good,2010,Survey,Skobelevo,,Skb 003-33,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.,42.682041,25.219664
3167,Certain,475,9,8,1,Small,Perennial Agriculture,Scrub,Photo,No,4,3,Good,2010,Survey,Skobelevo,,Skb 003-34,,Distracted by agriculture activities.,42.682155,25.220161
