TRAP ID,Certainty,Elevation,Max diameter,Min diameter,Height,Size Category,Surrounding Land Use,Surface Condition,Land Use Source,Robbed,CRM Condition,CRM Intactness,Photo,Campaign,Source,Municipality,Locality,BG Code,AKB Code,Notes
2175,Certain,462,7,5,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Round, vegetation, medium stones."
2176,Certain,456,15,10,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Gorno Sahrane necropolis,,,,"Long, flat, hardly any stones, some vegetation."
2181,Certain,440,15,12,5,Medium,Pasture,Pasture,Photo,Yes,3,3,Good,2011,Remote Sensing,Gorno Sahrane necropolis,,,,"Several robbers' trench's, the largest one taking N side of the mound."
2184,Certain,451,6,6,0.5,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Remote Sensing,Skobelevo ,,,,"Round, flat, low, medium stones on top."
2186,Certain,483,8,7,0.3,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Long, flat, some large stones on top."
2187,Certain,448,40,35,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2011,Survey,Skobelevo ,,,,"Indented on top, many large and medium stones surround the mound; digged through with soil returned, uneven surface."
2191,Certain,477,6,4,0.4,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,Small hole near mound. Medium stones surrounding the mound.
2192,Certain,477,5,3,0.2,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,One small old robbers trench.
2193,Certain,474,4,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,Medium stones on top.
2194,Certain,477,7,3,0.2,Small,Pasture,Pasture,Photo,No,2,2,Good,2011,Survey,Skobelevo ,,,,"Very flat on top, many medium sized stones on top."
2195,Certain,469,8,4,0.5,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,"Long, oval shaped, large stones."
2196,Certain,475,4,4,0.3,Small,Pasture,Pasture,Photo,Yes,2,2,Good,2011,Survey,Skobelevo ,,,,One small robbers' trench.
3000,Certain,379,30,20,4,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Viden,Gichova Mogila,VID001,,According to informant I.Dechev there was a mound destroyed by robbers in 1990's.
3001,Uncertain,367,40,20,5,Medium,Forest,Forest,Photo,Yes,4,4,Good,2009,Survey,Viden,,VID002,,Possibly only hill. Undefined boundaries.
3009,Certain,383,15,15,5,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID003,,Covered with vegetation.
3011,Certain,448,15,15,2,Medium,Pasture,Scrub,Not recorded,Yes,4,3,None,2009,Survey,Vidin,,VID005,,Old robbers' trench's.
3012,Certain,409,15,15,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,4,3,Good,2009,Survey,Viden,,VID052,,Small; hardly visible; next to a road which destroyed it;.
3015,Certain,452,15,15,1,Small,Pasture,Pasture,Photo,No,3,2,Good,2009,Survey,Dolno Sahrane,,VID071,,"Large stones arranged in a circle along the E and N. The top is dug trough. GPS point 1 - 50 m to the E, another group of large stones. Lot of shallow old robbers' trenchs. Covered in vegetation."
3020,Certain,449,25,25,2,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Dolno Sahrane,,VID072,,"Covered in vegetation. Small shallow robbers' trenchs at the top, large stones covering the surface of the mound; Large stones encompassing the area of the mound."
3024,Certain,460,20,20,0.5,Small,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Viden,,VID009,,Completely destroyed;.
3026,Certain,458,25,25,5,Medium,Forest,Scrub|Tall Grass,Photo,No,5,5,Good,2009,Survey,Gorno Cherkhovishte,,GCH051,,Undetermined boundaries. The mound is completely destroyed. Large stones encompass the area. 20 m (E direction) there is another stone circle.
3032,Certain,410,20,20,2,Medium,Forest,Scrub|Tall Grass,Survey,Yes,2,2,None,2009,Survey,Gorno Cherkhovishte,,GCH056_01,,Old shallow robbers' trench (1.5x1.5x0.3).
3033,Certain,411,17,17,3,Medium,Forest,Scrub|Tall Grass,Survey,Yes,2,2,None,2009,Survey,Gorno Cherkhovishte,,GCH056_02,,Old robbers' trench.
3043,Certain,390,19,16,5,Medium,Forest,Scrub|Tall Grass,Photo,Yes,2,1,Good,2009,Survey,Viden,,VID012,,"Minimal, small old robbers' trench's. Few rocks."
3046,Certain,432,20,20,5,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID061,,3 old robbers' trenchs on top.
3047,Certain,430,20,20,3,Medium,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID062,,Old shallow robbers' trenchs on the top; large stones around the mound.
3048,Certain,425,10,10,0.5,Small,Forest,Scrub|Tall Grass,Photo,No,2,1,Good,2009,Survey,Viden,,VID063,,Two old robbers' trenchs; bad visibility.
3049,Certain,434,40,40,10,Large,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID081,,"Enormous robbers' trench dug through the mound. Ongoing robbery. In the profile are visible layers small stones, chamber was made by large slab stones."
3050,Certain,433,30,30,4,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID082,,The central area is destroyed. Large stones encompass the mound. Visible soil structure in profile.
3051,Certain,429,15,15,1,Small,Forest,Scrub|Tall Grass,Photo,Yes,3,2,Good,2009,Survey,Dolno Sahrane,,VID083,,The central area is destroyed. Large stones around the robbers' trench from the burial chamber.
3054,Certain,401,30,25,3,Medium,Forest,Scrub|Tall Grass,Photo,Yes,3,3,Good,2009,Survey,Viden,,VID004,,The central area completely destroyed by robbers' trench.
3061,Certain,468,27,20,3,Medium,Pasture,Stones,Photo,Yes,2,2,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations)."
3064,Certain,449,10,6,5,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,"Very demaged because of agricultural work, stones on top."
3065,Certain,453,12,5,5,Medium,Pasture,Pasture,Photo,Yes,4,4,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3066,Certain,451,19,17,0.1,Large,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,5,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3067,Certain,440,8,8,0.5,Small,Pasture,Stones,Photo,Yes,4,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3068,Certain,432,11,11,1,Small,Pasture,Pasture,Photo,Yes,3,4,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3069,Certain,434,10,9,0.2,Small,Pasture,Pasture,Photo,Yes,5,5,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3070,Certain,427,16,12,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski; stone structure inside.
3071,Certain,457,19,18,5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski; at least 4 robbers' trenchs.
3072,Certain,449,30,28,3,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 007,,Described by Domaradski.
3073,Certain,400,24,20,2,Medium,Pasture,Pasture,Photo,Yes,2,4,Good,2010,Survey,Yasenovo,Mogila Manda Tepe,Yasn 022,,
3074,Certain,434,40,39,5,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,Belichinova Mogila,Yasn 010,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 2006."
3075,Certain,492,30,26,3,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1995."
3076,Certain,492,24,18,2,Medium,Pasture,Pasture,Photo,Yes,4,3,Good,2010,Survey,Yasenovo,,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1995."
3077,Certain,485,22,16,5,Medium,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Yasenovo,Dorina Mogila,,,"Excavated by TEMP (Kitov, Thracian Expedition for Tumular Investigations) in 1999, Tumulus with 4 graves."
3081,Certain,423,30,30,4,Medium,Pasture,Pasture,Photo,Yes,2,2,Good,2010,Survey,Gorno Sahrane,,GS002_1,,"Old robbers' trench's, completely digged through."
3082,Certain,424,23,20,4,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS002_2,,
3088,Certain,430,35,23,1,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 008-1,,Heavily destructed by several robbers' trench's.
3089,Certain,432,28,19,0.8,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 008-2,,Many old small robbers' trench's.
3090,Certain,418,20,16,0.5,Small,Pasture,Pasture,Survey,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 003,,"Mound heavily distructed/spread around, stones spread all over the surface."
3091,Certain,420,22,22,2,Medium,Pasture,Pasture,Survey,Yes,2,1,None,2010,Survey,Gorno Sahrane,,GS 004,,1 old and 1 fresh robbers' trench.
3092,Uncertain,404,13,11,1.7,Medium,Pasture,Pasture,Survey,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 005,,
3093,Uncertain,427,11,7,0.4,Small,Pasture,Pasture,Survey,No,2,2,Good,2010,Survey,Gorno Sahrane,,GS 006-2,,"3 similar structures next to each other, maybe necopolis."
3095,Certain,451,27,26,6,Large,Forest,Forest|Pasture,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-4,,"Tunnel going through the mound, stony structures to be seen in the profile."
3096,Certain,447,20,15,1,Small,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-5,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3097,Certain,454,18,17,2,Medium,Forest,Forest,Photo,Yes,2,2,Good,2010,Survey,Gorno Sahrane,,GS 006-6,,"No stone structures, only earth to be seen in robbers trenches."
3099,Certain,451,10,12,1,Small,Pasture,Pasture,Photo,No,4,1,Poor,2010,Survey,Gorno Sahrane,,GS 006-7,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3100,Certain,447,11,9,0.5,Small,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Gorno Sahrane,,GS 006-8,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3101,Certain,449,16,13,1,Small,Pasture,Scrub,Photo,Yes,4,1,Good,2010,Survey,Gorno Sahrane,,GS 006-9,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3102,Certain,452,14,8,1,Small,Pasture,Pasture,Photo,Yes,4,5,Good,2010,Survey,Gorno Sahrane,,GS 006-10,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3103,Certain,448,12,9,1,Small,Pasture,Scrub,Photo,Yes,3,2,Poor,2010,Survey,Gorno Sahrane,,GS 006-11,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3104,Certain,447,25,25,5,Medium,Pasture,Pasture|Scrub,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS 006-12,,"1 robbers' trench very deep, going to bedrock."
3105,Uncertain,456,12,8,1.2,Medium,Forest,Forest,Not recorded,Yes,4,3,None,2010,Survey,Gorno Sahrane,,GS 006-3,,"Very destructed, maybe by army."
3108,Certain,453,14,11,0.8,Small,Pasture,Scrub,Photo,Yes,4,2,Good,2010,Survey,Gorno Sahrane,,GS 006-14,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3109,Certain,454,9,9,1,Small,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-15,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3110,Certain,453,13,13,1,Small,Pasture,Pasture|Scrub,Photo,No,3,2,Good,2010,Survey,Gorno Sahrane,,GS 006-16,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3111,Certain,456,15,15,2,Medium,Forest,Forest,Photo,Yes,2,1,Good,2010,Survey,Gorno Sahrane,,GS 006-17,,"Robbers' trench made with machine 3m deep, destructed from the southern part."
3112,Certain,459,7,10,0.5,Small,Forest,Forest,Photo,No,4,4,Good,2010,Survey,Gorno Sahrane,,GS 006-18,,Stone on the surface of destructed mound.
3113,Certain,436,13,8.5,0.8,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Survey,Golyamo Dryano vo,,GD 010,,"Digged through, looks like already excavated - maybe Kitov ?."
3114,Certain,419,30,25,2,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Golyamo Dryano vo,,GD 011,,"Old robbers' trench going through the middle of the mound, several stones on the top, looks like already excavated - Kiotv?."
3115,Uncertain,428,31,23,2,Medium,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Yasenovo,,Yasn 024-1,,"Mound is very spread around, looks like already excavated - Kitov?."
3116,Certain,429,19,13,5,Medium,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Yasenovo,,Yasn 024-2,,Small stones on the surface.
3117,Certain,430,16,10,1,Small,Annual Agriculture,Pasture,Photo,No,5,4,Good,2010,Survey,Yasenovo,,Skb 001 - 1,,Small stones on the surface.
3118,Certain,432,17,13,5,Medium,Annual Agriculture,Pasture,Photo,No,2,1,Good,2010,Survey,Golyamo Dryano vo,,GD 007-2,,Small stones on the surface.
3119,Certain,431,12,11,1,Small,Pasture,Pasture,Photo,No,2,1,Poor,2010,Survey,Golyamo Dryano vo,,GD 007-3,,Small stones on the surface.
3120,Certain,429,19,13,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,4,4,Good,2010,Survey,Golyamo Dryano vo,,GD 007-4,,"Stone structure on the top, spread around because of heavy agriculture activities."
3123,Certain,430,10,10,1,Small,Annual Agriculture,Annual Agriculture|Ploughed,Photo,No,4,4,Good,2010,Survey,Golyamo Dryano vo,,GD 007-5,,"Stone structure on the top, part of tumulus necropolis."
3125,Certain,454,19,14,2,Medium,Annual Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-1,,"Ploughed stones all around top, flat top, stone and earth structure."
3127,Certain,534,20,18,6,Large,Pasture,Pasture|Scrub,Photo,Yes,2,2,Good,2010,Survey,Yasenovo,,Yasn 020,,Northern part of the mound destroyed by the dirt road.
3128,Certain,469,21,15,2.5,Medium,Pasture,Pasture|Scrub,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,YAS021_1,,"Many robbers' trench's on the surface, stone structure inside, stones on the surface."
3129,Certain,461,30,30,4,Medium,Pasture,Scrub,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,YAS021_2,,"Many trenches of different sizes going to the base of mound, overgrown with trees and bushes, clusters of big stones."
3131,Certain,480,18,13,2,Medium,Annual Agriculture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Yasenovo,,YAS021_3,,"Earth structure to be seen, geographic point on top."
3132,Certain,460,12,10,1,Small,Annual Agriculture,Pasture|Scrub,Photo,Yes,2,2,Good,2010,Survey,Golyamo Dryanovo,,YAS021_4,,"Earth and stone structure, geographic point on the top."
3134,Certain,477,10,10,2,Medium,Pasture,Scrub|Tall Grass,Photo,Yes,3,2,Good,2010,Survey,Yasenovo,,Yasn 002,,"Stone and earth structure, mound registered by Domaradski in AKB."
3136,Certain,475,21,20,2,Medium,Annual Agriculture,Pasture,Photo,Yes,3,2,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-3,,"Stones on the surface, stone structure in the mouind - visible profile in robbers' trench."
3137,Certain,466,32,20,2,Medium,Annual Agriculture,Pasture|Scrub,Photo,Yes,3,1,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-4,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3138,Uncertain,463,60,60,0.2,Small,Annual Agriculture,Pasture,Photo,No,5,5,Good,2010,Survey,Golyamo Dryanovo,,Skb 003-5,,"Very destroyed, we recognized it by many stones on the field. Destructed by agricultural work."
3139,Uncertain,459,25,20,1,Small,Pasture,Pasture,Photo,No,4,3,Poor,2010,Survey,Golyamo Dryanovo,,Skb 003-6,,"Heavily destroyed by agriculture, spread to the North."
3140,Certain,465,27,26,3.5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-7,,Large robbers' trench on the TOP.
3141,Certain,468,15,12,1,Small,Pasture,Pasture,Photo,No,1,1,Good,2010,Survey,Skobelevo,,Skb 003-8,,
3142,Certain,469,20,17,2,Medium,Pasture,Pasture,Photo,No,2,1,Good,2010,Survey,Skobelevo,,Skb 003-9,,"Uneven surface, looks like digged through and the earth then piled back to the shape of mound."
3143,Certain,477,15,15,1.5,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-10,,1 old robbers' trench.
3144,Certain,479,25,20,3,Medium,Pasture,Pasture,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,Skb 003-11,,1 old robbers' trench. Destroyed by army ? Stone structures.
3145,Certain,482,20,20,3,Medium,Pasture,Pasture,Survey,Yes,3,2,Good,2010,Survey,Skobelevo,,Skb 003-12,,"Stone structure, some bones on the surface - large teeth cow/horse? 1 huge fresh trench on the top, 4x3, 2m deep/in 2011 another fresh robbers' trench."
3146,Certain,470,30,30,5,Medium,Perennial Agriculture,Pasture|Scrub,Photo,Yes,3,3,Good,2010,Survey,Skobelevo,,Skb 003-13,,"Stones/earth structure, heavily destroyed with mounds of earth around, very spread to the south, around 15 m long and 20m wide."
3147,Certain,493,17,15,1,Small,Perennial Agriculture,Scrub|Tall Grass,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,Skb 003-14,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3148,Certain,489,10,8,1.5,Medium,Perennial Agriculture,Scrub|Tall Grass,Photo,Yes,3,1,Good,2010,Survey,Skobelevo,,Skb 003-15,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3149,Certain,488,10,8,1,Small,Perennial Agriculture,Pasture|Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-16,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3150,Certain,484,13,10,1,Small,Perennial Agriculture,Pasture|Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-17,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3151,Certain,482,11,11,1,Small,Perennial Agriculture,Scrub|Tall Grass,Photo,No,3,1,Poor,2010,Survey,Skobelevo,,Skb 003-18,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3153,Certain,487,9,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,Skb 003-20,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3154,Certain,471,12,10,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-21,,Surface of the mound covered with ca 0.5m layer of stones/either from the surrounding pasture or from the mound.
3155,Certain,486,10,8,5,Medium,Perennial Agriculture,Pasture,Photo,No,4,3,Good,2010,Survey,Skobelevo,,Skb 003-22,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3156,Certain,478,8,6,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-23,,Surface of the mound covered with ca 0.5m layer of stones/either from the surrounding pasture or from the mound.
3157,Certain,483,8,7,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-24,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3158,Certain,483,10,10,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,2,Good,2010,Survey,Skobelevo,,Skb 003-25,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3159,Certain,484,16,11,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,Skb 003-26,5500092,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3160,Certain,483,11,10,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-27,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3161,Certain,480,13,9,1.5,Medium,Perennial Agriculture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-28,5500067,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3162,Certain,476,9,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-29,5500078,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3163,Certain,473,12,7,0.2,Small,Perennial Agriculture,Scrub,Photo,Yes,4,4,Good,2010,Survey,Skobelevo,,Skb 003-30,,"Heavily destructed by machines from the west, mound is negative, by the mound are piles of stones and earth originally from the mound."
3164,Certain,476,13,12,1,Small,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-31,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3165,Certain,473,27,12,2,Medium,Perennial Agriculture,Scrub,Photo,No,3,1,Good,2010,Survey,Skobelevo,,Skb 003-32,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3166,Certain,475,8,7,0.5,Small,Perennial Agriculture,Scrub,Photo,No,4,1,Good,2010,Survey,Skobelevo,,Skb 003-33,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3167,Certain,475,9,8,1,Small,Perennial Agriculture,Scrub,Photo,No,4,3,Good,2010,Survey,Skobelevo,,Skb 003-34,,Distracted by agriculture activities.
3168,Certain,486,20,15,5,Medium,Pasture,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,Skb 003-35,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3170,Uncertain,504,30,20,2,Medium,Forest,Scrub,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,,,Hidden in the forest.
3171,Certain,502,24,20,3,Medium,Forest,Scrub,Photo,Yes,3,2,Good,2010,Remote Sensing,Skobelevo,,,,"1 old robbers' trench 2.5 diameter, 1 m deep. Stone piled ontop of mound, scrub."
3172,Uncertain,505,13,10,5,Medium,Forest,Scrub,Photo,Yes,3,2,Good,2010,Survey,Skobelevo,,,,Military entrenchment.
3173,Uncertain,505,10,8,1,Small,Forest,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,,,"Scrub, military entrenchment."
3174,Uncertain,506,18,14,1.5,Medium,Forest,Scrub,Photo,No,2,1,Good,2010,Survey,Skobelevo,,,,Surface of the mound covered with lots of stones.
3175,Uncertain,506,11,10,1,Small,Forest,Scrub,Photo,Yes,3,2,Good,2010,Survey,Skobelevo,,,,"1 old robbers' trench, 1 tree on top."
3176,Certain,505,16,13,1.2,Medium,Forest,Scrub,Photo,No,4,2,Good,2010,Survey,Skobelevo,,,,Large stones on outside - krepis?.
3177,Certain,505,20,20,6,Large,Forest,Scrub,Survey,No,2,2,None,2010,Survey,Skobelevo,,,,"Pile of stones on south side, 1m thick, dense scrub."
3178,Certain,504,20,20,1.5,Medium,Forest,Scrub,Photo,No,3,2,Good,2010,Survey,Skobelevo,,,,"Surface of the mound covered with lots of stones, connected with previous object, part of military structure?."
3179,Uncertain,506,30,20,1,Small,Forest,Scrub,Photo,Yes,2,1,Good,2010,Survey,Skobelevo,,,,Mound or military structure?.
3180,Uncertain,503,3,3,0,Small,Pasture,Pasture,Photo,Yes,5,5,Good,2010,Survey,Skobelevo,,,,"Defunct mound, hole around 3m diameter, 1m deep."
3182,Certain,499,20,20,2,Medium,Forest,Pasture,Photo,No,3,2,Poor,2010,Survey,Skobelevo,,,,Mound used for military purposes.
3183,Certain,491,25,20,2,Medium,Pasture,Pasture,Not recorded,Yes,4,4,None,2010,Survey,Skobelevo,,,,"Mound spread to the south, earth from mound been removed, southern part of mound is 10 meters of earth."
3184,Certain,490,20,20,4,Medium,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Survey,Skobelevo,,,,"1 huge robbers' trench 5m diameter 2 m deep, lot of stones, some bricks and tiles."
3185,Certain,490,15,10,1,Small,Pasture,Scrub,Photo,No,4,3,Poor,2010,Survey,Skobelevo,,,,Heavily distracted by agriculture.
3186,Certain,488,20,20,1,Small,Pasture,Scrub,Photo,Yes,4,3,Poor,2010,Survey,Skobelevo,,,,2 old small robbers' trench.
3187,Certain,490,10,10,0.5,Small,Pasture,Scrub,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3189,Uncertain,490,20,10,1,Small,Pasture,Scrub,Photo,No,3,3,Good,2010,Remote Sensing,Skobelevo,,,,Uneven shape.
3190,Uncertain,489,20,10,0.5,Small,Pasture,Pasture,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Several stones on the surface.
3191,Uncertain,487,18,15,0.6,Small,Pasture,Pasture,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Several stones on the surface.
3192,Uncertain,489,18,16,2,Medium,Pasture,Pasture|Scrub,Photo,Yes,4,3,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones (20x20x30cm)/either from the surrounding pasture or from the mound.
3193,Uncertain,486,14,12,1,Small,Pasture,Pasture|Scrub,Photo,Yes,4,4,Good,2010,Survey,Skobelevo,,,,Low mound with low robbers' trench full of stones.
3194,Uncertain,487,25,12,0.8,Small,Forest,Scrub,Photo,Yes,4,3,Good,2010,Survey,Skobelevo,,,,Mound secondary used by military?.
3195,Uncertain,490,20,12,0.6,Small,Forest,Scrub,Survey,No,3,2,None,2010,Survey,Skobelevo,,,,"Lot of small stones on surface, used by military/military structure?."
3196,Uncertain,481,11,10,0.8,Small,Pasture,Scrub,Photo,No,4,4,Good,2010,Survey,Skobelevo,,,,Destroyed by machine.
3197,Uncertain,488,9,6,0.5,Small,Pasture,Scrub,Photo,No,4,4,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3198,Uncertain,486,10,10,0.5,Small,Pasture,Scrub,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3199,Certain,482,14,12,1,Small,Pasture,Pasture,Photo,No,3,2,Good,2010,Remote Sensing,Skobelevo,,,,Surface of the mound covered with lots of stones/either from the surrounding pasture or from the mound.
3200,Uncertain,489,25,17,1,Small,Pasture,Pasture,Photo,Yes,3,3,Good,2010,Remote Sensing,Skobelevo,,,,"Defunct mound, almost destroyed, middle is carved out, military purpose ?."
3201,Certain,490,20,15,1,Small,Pasture,Scrub,Photo,Yes,3,3,Good,2010,Remote Sensing,Skobelevo,,,,Large robbers' trench on south side.
3203,Certain,477,30,30,4,Medium,Pasture,Pasture,Photo,Yes,3,2,Good,2010,Remote Sensing,Sheynovo,,,,Mound secondary used by army? Piles of earth from the mound spread around. Very destructed.
